,全国卷,自主命题,半自主命题,性别,民族,政治面貌.群众,政治面貌.团员,政治面貌.预备党员,身高,体重,城镇考生,应届考生,外语语种,学科类型.理工,学科类型.文史,学科类型.文理综合,年份,成绩（分数/总分）,学部.理学部,学部.经济与管理学部,学部.人文学部,学部.社会科学学部,学部.信息与工程科学部,优惠加分,大类.普通,大类.自招,大类.定向招生,大类.筑梦,大类.特长生,高三排名,成绩方差,专利数,社会活动,获奖数,竞赛成绩,综合GPA
134,1,0,0,1,1,0,1,0,161,50,1,1,1,0,1,0,1,0.830666667,0,1,0,0,0,3,0,1,0,0,0,0.008571429,-0.246952512,0.0,0.228571429,0.179487179,0.0,3.51013
135,1,0,0,1,0,0,1,0,168,50,1,1,1,1,0,0,1,0.910666667,1,0,0,0,0,0,1,0,0,0,0,0.002717391,-0.260719743,0.0,0.028571429,0.128205128,0.0,1.83316
136,0,1,0,1,1,0,1,0,168,49,1,1,1,0,1,0,1,0.751515152,0,0,1,0,0,4,0,1,0,0,0,0.0125,-0.260996047,0.0,0.057142857,0.102564103,0.0,3.50007
137,0,1,0,1,1,0,1,0,163,52,1,1,1,1,0,0,1,0.81969697,1,0,0,0,0,3,0,1,0,0,0,0.092592593,-0.142203035,0.0,0.085714286,0.153846154,0.0,3.51875
138,1,0,0,1,1,0,1,0,162,47,1,1,1,1,0,0,0,0.888,1,0,0,0,0,1,0,1,0,0,0,0.017721519,-0.001299404,0.0,0.4,0.179487179,0.034482759,3.84247
139,0,1,0,1,1,0,1,0,165,51,1,1,1,1,0,0,0,0.933333333,0,0,0,0,0,4,0,1,0,0,0,0.003333333,-0.262245872,0.0,0.428571429,0.256410256,0.0,3.8769
140,1,0,0,1,1,0,1,0,157,50,1,1,1,0,1,0,1,0.825333333,0,0,0,1,0,0,0,0,1,0,0,0.002617801,-0.262190328,0.0,0.2,0.051282051,0.0,3.44866
141,1,0,0,1,1,0,1,0,160,50,1,1,1,0,1,0,1,0.905333333,0,0,0,1,0,0,1,0,0,0,0,0.043609023,-0.229268687,0.0,0.057142857,0.102564103,0.0,3.56733
142,0,1,0,1,1,0,1,0,169,64,1,1,1,1,0,0,1,0.908,0,1,0,0,0,2,0,1,0,0,0,0.002173913,-0.261778968,0.0,0.085714286,0.128205128,0.034482759,3.69289
143,0,1,0,1,1,0,1,0,163,53,1,1,1,1,0,0,0,0.922666667,0,0,0,0,0,2,0,1,0,0,0,0.003623188,-0.262070385,0.0,0.057142857,0.230769231,0.068965517,3.78056
144,0,0,1,0,1,0,1,0,180,62,1,1,1,1,0,0,0,0.921333333,1,0,0,0,0,5,0,1,0,0,0,0.009345794,-0.259922925,0.0,0.114285714,0.153846154,0.172413793,3.57402
146,1,0,0,1,1,0,1,0,163,55,1,1,1,0,1,0,0,0.912,0,1,0,0,0,1,0,1,0,0,0,0.003125,-0.261699093,0.0,0.028571429,0.128205128,0.0,3.34657
147,1,0,0,1,1,0,1,0,170,52,1,1,1,1,0,0,0,0.950666667,0,1,0,0,0,5,0,1,0,0,0,0.015306122,-0.258695424,0.0,0.171428571,0.307692308,0.0,3.8654
148,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,0,0.908,1,0,0,0,0,1,0,1,0,0,0,0.004,0.55239839,0.0,0.0,0.0,0.0,2.97485
149,0,1,0,0,1,0,1,0,175,62,1,1,1,1,0,0,1,0.885333333,1,0,0,0,0,4,0,1,0,0,0,0.04172851,-0.261509545,0.0,0.0,0.128205128,0.206896552,3.63448
150,0,0,1,1,1,0,1,0,164,54,1,1,1,1,0,0,1,0.94,1,0,0,0,0,1,0,1,0,0,0,0.009027081,-0.261624702,0.0,0.171428571,0.256410256,0.0,3.00242
151,0,1,0,0,1,0,1,0,188,65,0,0,1,1,0,0,0,0.918666667,0,0,0,0,1,0,0,0,1,0,0,0.005376344,0.45543718,0.0,0.0,0.0,0.0,3.21009
152,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.9,1,0,0,0,0,5,0,1,0,0,0,0.155555556,-0.056451236,0.0,0.085714286,0.205128205,0.068965517,3.57266
153,0,0,1,1,1,0,1,0,164,55,1,1,1,1,0,0,1,0.916,1,0,0,0,0,2,0,1,0,0,0,0.004836759,-0.262139804,0.0,0.2,0.282051282,0.0,3.07183
154,0,1,0,0,1,0,1,0,171,56,1,1,1,1,0,0,1,0.901333333,0,0,0,0,1,1,0,1,0,0,0,0.132404181,-0.262245872,0.0,0.085714286,0.025641026,0.0,3.62788
155,0,1,0,0,1,0,1,0,178,85,1,1,1,0,1,0,1,0.881333333,0,0,0,0,0,1,0,0,0,0,1,0.333333333,-0.262245872,0.0,0.085714286,0.025641026,0.0,3.46555
156,1,0,0,0,1,0,1,0,170,60,1,1,1,1,0,0,1,0.924,0,1,0,0,0,1,0,1,0,0,0,0.001135074,-0.262200489,0.0,0.2,0.230769231,0.0,3.7162
157,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,0,0.787878788,0,1,0,0,0,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.142857143,0.128205128,0.0,3.65987
158,0,1,0,0,1,0,1,0,179,68,1,1,1,1,0,0,1,0.928,0,1,0,0,0,5,0,1,0,0,0,0.003076923,-0.240516481,0.0,0.057142857,0.179487179,0.0,3.85686
159,1,0,0,1,1,0,1,0,164,54,0,1,1,1,0,0,1,0.924,0,0,0,1,0,2,0,0,0,1,0,0.002,-0.261770403,0.0,0.114285714,0.076923077,0.0,3.10753
160,0,1,0,0,1,0,1,0,169,55,1,1,1,0,0,1,0,0.874067778,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.025641026,0.0,3.1764
161,0,1,0,0,0,0,1,0,170,58,1,1,1,1,0,0,1,0.912,0,0,1,0,0,0,1,0,0,0,0,0.059602649,0.084673785,0.0,0.028571429,0.076923077,0.0,3.8328
162,1,0,0,0,1,0,1,0,180,68,1,0,1,0,1,0,0,0.886666667,0,0,1,0,0,0,1,0,0,0,0,0.005960265,-0.058288598,0.0,0.057142857,0.230769231,0.0,3.60646
163,0,0,1,0,1,0,1,0,177,60,1,1,1,1,0,0,0,0.933333333,0,1,0,0,0,3,0,1,0,0,0,0.007744434,-0.261057672,0.0,0.057142857,0.025641026,0.0,3.64981
164,1,0,0,0,1,0,1,0,175,75,1,1,1,0,1,0,1,0.845333333,0,0,0,1,0,0,1,0,0,0,0,0.001111111,-0.262245872,0.0,0.028571429,0.102564103,0.034482759,3.16542
165,0,1,0,0,1,0,1,0,183,75,1,1,1,1,0,0,1,0.934666667,1,0,0,0,0,3,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.2,0.282051282,0.206896552,3.38166
166,1,0,0,0,0,0,1,0,172,62,1,1,1,1,0,0,1,0.892,0,0,0,0,1,0,1,0,0,0,0,0.013872832,-0.194652127,0.0,0.028571429,0.076923077,0.103448276,2.46686
167,0,1,0,0,1,0,1,0,173,60,1,1,1,0,1,0,1,0.897333333,0,0,1,0,0,0,1,0,0,0,0,0.227272727,0.607972199,0.0,0.057142857,0.0,0.0,3.5612
168,1,0,0,0,0,0,1,0,165,56,0,1,1,1,0,0,1,0.889333333,1,0,0,0,0,2,0,0,0,1,0,0.001190476,-0.262133563,0.0,0.085714286,0.102564103,0.0,3.20272
169,0,1,0,0,1,0,1,0,170,60,1,1,1,1,0,0,1,0.950666667,0,1,0,0,0,4,0,1,0,0,0,0.048966268,-0.238338738,0.0,0.028571429,0.179487179,0.0,3.81962
170,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.834666667,1,0,0,0,0,4,0,1,0,0,0,0.04172851,-0.261887889,0.0,0.028571429,0.025641026,0.103448276,3.18341
171,1,0,0,0,1,0,1,0,181,72,1,1,1,1,0,0,0,0.86,1,0,0,0,0,5,0,1,0,0,0,0.056551724,-0.22511515,0.0,0.057142857,0.051282051,0.172413793,3.37484
172,0,1,0,0,1,0,1,0,173,62,0,1,1,1,0,0,0,0.886415556,0,0,0,0,1,2,0,1,0,0,0,0.00260078,-0.261864489,0.0,0.0,0.128205128,0.310344828,3.58426
173,1,0,0,0,1,0,1,0,174,70,1,1,1,1,0,0,0,0.924,0,1,0,0,0,3,0,1,0,0,0,0.001433692,-0.262173315,0.0,0.0,0.051282051,0.172413793,3.69937
174,1,0,0,0,1,0,1,0,185,85,1,1,1,1,0,0,1,0.898666667,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.076923077,0.137931034,3.68141
175,0,0,1,1,1,0,1,0,163,45,1,1,1,0,1,0,0,0.878666667,0,0,1,0,0,2,0,1,0,0,0,0.001428571,-0.262192806,0.0,0.028571429,0.230769231,0.034482759,3.58744
176,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.777272727,0,0,0,0,1,2,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.085714286,0.102564103,0.0,3.86451
177,1,0,0,0,1,0,1,0,178,65,1,1,1,1,0,0,0,0.865333333,0,0,0,0,1,3,0,1,0,0,0,0.003359462,-0.261663608,0.0,0.028571429,0.205128205,0.0,3.38634
178,0,1,0,0,1,0,1,0,182,90,1,1,1,1,0,0,1,0.61875,1,0,0,0,0,5,0,1,0,0,0,0.016260163,-0.253989453,0.0,0.0,0.102564103,0.517241379,3.65111
179,1,0,0,0,1,0,1,0,171,91,1,1,1,1,0,0,0,0.924,0,1,0,0,0,3,0,1,0,0,0,0.003837299,-0.261648318,0.0,0.2,0.179487179,0.0,3.83555
180,1,0,0,0,1,0,1,0,175,59,0,1,1,1,0,0,1,0.881333333,0,0,0,0,1,1,0,1,0,0,0,0.000684463,-0.261792012,0.0,0.0,0.153846154,0.0,3.27575
181,1,0,0,0,1,0,1,0,176,67,0,1,1,1,0,0,0,0.913333333,0,0,0,0,0,1,0,1,0,0,0,0.00130719,-0.262185323,0.0,0.057142857,0.128205128,0.034482759,3.18765
182,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,1,0.890666667,1,0,0,0,0,4,0,1,0,0,0,0.015686275,-0.259081953,0.0,0.028571429,0.153846154,0.034482759,3.52246
183,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.888,1,0,0,0,0,2,0,1,0,0,0,0.005466615,-0.261627638,0.0,0.0,0.025641026,0.103448276,3.17935
184,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.876,1,0,0,0,0,1,0,1,0,0,0,0.002272727,-0.261638321,0.0,0.0,0.41025641,0.24137931,3.47663
185,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.870666667,0,0,0,1,0,0,1,0,0,0,0,0.008333333,-0.259009952,0.0,0.228571429,0.230769231,0.0,3.691
186,0,0,1,1,1,0,1,0,163,53,1,1,1,1,0,0,0,0.889333333,1,0,0,0,0,5,0,1,0,0,0,0.0390625,-0.232870111,0.0,0.057142857,0.051282051,0.137931034,3.33962
187,0,0,1,0,1,0,1,0,180,75,1,1,1,1,0,0,0,0.909333333,0,0,0,0,1,2,0,1,0,0,0,0.003703704,-0.255105466,0.0,0.142857143,0.358974359,0.068965517,3.21271
188,1,0,0,0,0,0,1,0,169,70,1,1,1,1,0,0,1,0.9,0,0,0,0,1,2,0,1,0,0,0,0.002173913,-0.262048149,0.0,0.0,0.051282051,0.0,2.97108
189,1,0,0,0,1,0,1,0,175,75,1,1,1,1,0,0,1,0.901333333,1,0,0,0,0,5,0,1,0,0,0,0.455135135,2.929750523,0.0,0.0,0.051282051,0.172413793,3.55062
190,1,0,0,0,1,0,1,0,181,61,1,1,1,1,0,0,1,0.850666667,1,0,0,0,0,5,0,1,0,0,0,0.02875,-0.251402077,0.0,0.057142857,0.179487179,0.137931034,3.62607
191,1,0,0,0,1,0,1,0,180,75,1,1,1,1,0,0,0,0.925333333,0,1,0,0,0,2,0,1,0,0,0,0.002169197,-0.260517743,0.0,0.028571429,0.179487179,0.068965517,3.71148
192,0,0,1,0,1,0,1,0,173,70,1,1,1,1,0,0,0,0.870666667,0,0,0,0,1,5,0,1,0,0,0,0.215417107,0.513771058,0.0,0.0,0.025641026,0.034482759,3.05004
193,0,1,0,0,1,0,1,0,181,60,1,1,1,1,0,0,1,0.905333333,0,0,0,0,1,1,0,1,0,0,0,0.050943396,-0.201102027,0.0,0.142857143,0.102564103,0.0,3.61623
194,0,0,1,1,1,0,1,0,166,65,1,1,1,1,0,0,0,0.952631579,0,1,0,0,0,0,1,0,0,0,0,0.000900901,-0.262245872,0.0,0.171428571,0.179487179,0.034482759,3.57192
195,1,0,0,1,1,0,1,0,164,52,1,1,1,1,0,0,0,0.877333333,1,0,0,0,0,5,0,1,0,0,0,0.054482759,-0.133285159,0.0,0.0,0.128205128,0.172413793,3.33091
196,1,0,0,0,1,0,1,0,178,64,1,1,1,0,1,0,1,0.834666667,0,1,0,0,0,2,0,1,0,0,0,0.002,-0.261828378,0.0,0.028571429,0.051282051,0.0,3.52905
197,0,0,1,0,1,0,1,0,176,80,1,1,1,1,0,0,0,0.938666667,1,0,0,0,0,2,0,1,0,0,0,0.001027749,-0.260893784,0.0,0.114285714,0.205128205,0.0,3.68568
198,1,0,0,0,1,0,1,0,175,65,1,1,1,1,0,0,0,0.854666667,1,0,0,0,0,4,0,1,0,0,0,0.006535948,-0.261820111,0.0,0.114285714,0.512820513,0.0,3.21624
199,1,0,0,0,1,0,1,0,176,58,0,1,1,0,1,0,0,0.788,0,0,1,0,0,3,0,1,0,0,0,0.001386963,-0.262212451,0.0,0.028571429,0.128205128,0.0,3.42933
200,0,1,0,0,1,0,1,0,182,70,1,1,1,0,1,0,1,0.849333333,0,0,1,0,0,0,1,0,0,0,0,0.003527337,-0.262086663,0.0,0.2,0.256410256,0.068965517,3.69769
201,0,0,1,1,1,0,1,0,164,54,0,1,0,0,1,0,0,0.832,0,0,1,0,0,0,0,0,1,0,0,0.004444444,-0.261988328,0.0,0.0,0.025641026,0.0,3.51908
202,0,1,0,1,1,0,1,0,162,56,1,1,1,0,1,0,1,0.921333333,0,0,1,0,0,0,1,0,0,0,0,0.042253521,1.025078883,0.0,0.142857143,0.153846154,0.0,3.61697
203,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.898666667,1,0,0,0,0,4,0,1,0,0,0,0.001718213,-0.26219147,0.0,0.028571429,0.102564103,0.0,3.44794
204,0,1,0,0,1,0,1,0,196,72,1,1,1,1,0,0,1,0.918666667,1,0,0,0,0,1,0,1,0,0,0,0.010695187,-0.222659927,0.0,0.085714286,0.205128205,0.0,3.66531
205,0,1,0,0,1,0,1,0,176,67,1,1,1,0,1,0,1,0.817333333,0,0,1,0,0,1,0,1,0,0,0,0.003125,-0.257366974,0.0,0.057142857,0.153846154,0.0,3.69986
206,0,0,1,1,1,0,1,0,163,53,0,1,1,0,1,0,0,0.832,0,0,0,1,0,0,0,0,1,0,0,0.00244798,-0.204820089,0.0,0.0,0.0,0.0,3.22274
207,0,1,0,0,1,0,1,0,171,55,1,1,1,1,0,0,1,0.954666667,0,0,0,0,0,2,0,1,0,0,0,0.010881393,-0.262245872,0.0,0.171428571,0.205128205,0.0,3.89791
208,0,0,1,0,1,0,1,0,176,67,1,1,1,0,1,0,0,0.884,0,0,0,1,0,0,1,0,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.076923077,0.034482759,3.01341
209,1,0,0,0,0,0,1,0,178,57,0,1,1,1,0,0,0,0.842666667,0,0,0,0,1,2,0,0,0,1,0,0.003842459,-0.262090849,0.0,0.0,0.0,0.0,2.47612
210,0,0,1,1,1,0,1,0,168,52,1,1,1,1,0,0,1,0.929333333,0,1,0,0,0,1,0,1,0,0,0,0.008247423,-0.260319136,0.0,0.142857143,0.205128205,0.0,3.852
211,0,1,0,0,1,0,1,0,185,56,1,1,1,1,0,0,1,0.908,0,0,0,0,0,1,0,1,0,0,0,0.082781457,-0.129678411,0.0,0.085714286,0.153846154,0.172413793,3.26425
212,0,1,0,0,1,0,1,0,175,50,1,1,1,1,0,0,1,0.917333333,0,1,0,0,0,3,0,1,0,0,0,0.001545595,-0.262212578,0.0,0.028571429,0.076923077,0.172413793,3.70447
213,1,0,0,0,1,0,1,0,190,72,1,1,1,1,0,0,0,0.953333333,0,1,0,0,0,2,0,1,0,0,0,0.00512701,-0.247164492,0.0,0.0,0.051282051,0.034482759,3.74173
214,0,1,0,1,1,0,0,1,167,56,1,1,1,0,1,0,1,0.869333333,0,1,0,0,0,1,0,1,0,0,0,0.002932551,-0.260866605,0.0,0.085714286,0.230769231,0.0,3.48747
215,1,0,0,1,1,0,1,0,166,56,1,1,1,0,1,0,1,0.829333333,0,0,0,1,0,1,0,1,0,0,0,0.007142857,-0.136985886,0.0,0.2,0.205128205,0.0,3.58331
216,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.787878788,0,0,0,0,1,2,0,1,0,0,0,0.044444444,0.052259362,0.0,0.057142857,0.153846154,0.0,3.53728
217,1,0,0,0,0,0,1,0,172,110,1,1,1,1,0,0,1,0.913333333,1,0,0,0,0,2,0,1,0,0,0,0.00862069,-0.190688902,0.0,0.0,0.230769231,0.137931034,1.79338
218,0,1,0,1,1,0,1,0,171,55,1,1,1,0,1,0,0,0.888,1,0,0,0,0,2,0,1,0,0,0,0.268656716,-0.262245872,0.0,0.0,0.051282051,0.137931034,3.4972
219,1,0,0,0,1,0,1,0,176,67,1,1,1,0,1,0,1,0.842666667,0,1,0,0,0,0,1,0,0,0,0,0.001096491,-0.262175908,0.0,0.0,0.128205128,0.0,3.65679
220,0,1,0,0,1,0,1,0,175,63,1,1,0,1,0,0,0,0.910666667,1,0,0,0,0,1,0,1,0,0,0,0.017307692,-0.25652802,0.0,0.085714286,0.076923077,0.0,2.65454
221,0,1,0,1,1,0,1,0,178,65,1,1,1,1,0,0,1,0.664583333,0,1,0,0,0,4,0,1,0,0,0,0.004040404,-0.258526596,0.0,0.228571429,0.538461538,0.0,3.34173
222,0,1,0,1,1,0,1,0,165,65,1,1,1,0,1,0,1,0.869333333,0,0,1,0,0,0,1,0,0,0,0,0.019480519,-0.244900074,0.0,0.0,0.051282051,0.0,3.49072
223,0,1,0,0,1,0,1,0,176,67,0,1,1,1,0,0,1,0.881333333,0,0,0,1,0,2,0,0,0,1,0,0.00060241,-0.261231421,0.0,0.028571429,0.025641026,0.0,2.90084
224,1,0,0,0,1,0,1,0,174,57,1,1,1,1,0,0,0,0.857333333,0,1,0,0,0,2,0,1,0,0,0,0.003921569,-0.262008359,0.0,0.085714286,0.153846154,0.103448276,3.24799
225,0,1,0,0,1,0,1,0,176,67,0,1,1,1,0,0,1,0.844438642,1,0,0,0,0,5,0,1,0,0,0,0.108196721,-0.234010491,0.0,0.0,0.128205128,0.275862069,2.57112
226,0,0,1,1,1,0,1,0,164,54,1,1,1,0,1,0,0,0.908,0,1,0,0,0,0,1,0,0,0,0,0.007537688,-0.261471666,0.0,0.0,0.076923077,0.0,2.96671
227,0,1,0,1,1,0,1,0,156,43,1,1,1,1,0,0,0,0.856,1,0,0,0,0,5,0,1,0,0,0,0.023083265,-0.259835731,0.0,0.0,0.025641026,0.137931034,3.18349
228,1,0,0,0,1,0,1,0,177,67,0,1,1,1,0,0,1,0.888,0,0,0,0,1,0,0,0,1,0,0,0.002085506,-0.262181799,0.0,0.171428571,0.333333333,0.172413793,3.49702
229,0,0,1,1,1,0,1,0,164,54,0,1,1,0,1,0,0,0.872,0,0,1,0,0,1,0,0,0,1,0,0.00483871,-0.253249221,0.0,0.0,0.025641026,0.0,3.67073
230,1,0,0,1,1,0,1,0,160,51,1,1,1,1,0,0,1,0.917333333,0,1,0,0,0,3,0,1,0,0,0,0.001805054,-0.262000193,0.0,0.028571429,0.128205128,0.0,3.85289
231,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.906666667,0,0,0,0,1,1,0,1,0,0,0,0.005033557,-0.260985398,0.0,0.228571429,0.102564103,0.0,2.98134
232,1,0,0,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.838666667,0,0,0,0,0,1,0,1,0,0,0,0.050420168,-0.149901781,0.0,0.2,0.102564103,0.0,3.48338
233,0,1,0,0,1,0,1,0,184,78,1,1,1,1,0,0,1,0.904,0,0,0,0,0,0,1,0,0,0,0,0.041811847,-0.262245872,0.0,0.171428571,0.128205128,0.0,3.50238
234,1,0,0,0,1,0,1,0,177,68,1,1,1,1,0,0,1,0.874666667,0,0,0,1,0,5,0,1,0,0,0,0.001472754,-0.261689669,0.0,0.028571429,0.128205128,0.034482759,3.8353
235,1,0,0,0,0,0,1,0,165,48,1,1,1,1,0,0,0,0.841333333,0,0,0,0,1,0,1,0,0,0,0,0.012373453,-0.03872395,0.0,0.085714286,0.153846154,0.0,3.55693
236,1,0,0,0,1,0,1,0,181,73,1,1,1,0,1,0,1,0.84,0,0,1,0,0,0,1,0,0,0,0,0.017832647,-0.239033986,0.333333333,0.085714286,0.333333333,0.0,3.75794
237,1,0,0,0,0,0,1,0,178,71,1,1,1,1,0,0,0,0.902666667,1,0,0,0,0,5,0,1,0,0,0,0.007,-0.261545051,0.0,0.0,0.205128205,0.0,3.61108
238,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.896,0,0,1,0,0,0,1,0,0,0,0,0.001189061,-0.204616776,0.0,0.085714286,0.153846154,0.0,3.46899
239,0,1,0,0,1,0,1,0,171,61,1,1,1,0,1,0,1,0.85679,0,0,0,1,0,0,1,0,0,0,0,0.016666667,-0.228484288,0.0,0.114285714,0.230769231,0.0,3.52498
240,0,0,1,0,1,0,1,0,173,68,1,1,1,1,0,0,0,0.849333333,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.171428571,0.153846154,0.0,3.40576
241,0,1,0,0,1,0,1,0,178,53,1,1,1,1,0,0,1,0.893333333,0,0,0,0,1,2,0,1,0,0,0,0.006578947,-0.260907577,0.0,0.371428571,0.487179487,0.0,3.47129
242,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.88,1,0,0,0,0,5,0,1,0,0,0,0.017241379,-0.259028029,0.0,0.0,0.102564103,0.137931034,3.2069
243,0,1,0,0,1,0,1,0,180,65,1,1,1,1,0,0,0,0.554166667,0,0,0,0,1,5,0,1,0,0,0,0.013333333,0.075691647,0.0,0.085714286,0.128205128,0.0,3.35232
244,1,0,0,0,1,0,1,0,170,60,1,1,1,1,0,0,0,0.906666667,0,0,0,0,1,2,0,1,0,0,0,0.001333333,-0.261560157,0.0,0.057142857,0.256410256,0.310344828,3.35682
245,0,1,0,1,1,0,1,0,163,53,1,1,1,1,0,0,0,0.926666667,0,1,0,0,0,1,0,1,0,0,0,0.052980132,-0.235253766,0.0,0.2,0.153846154,0.0,3.74252
246,0,1,0,0,1,0,1,0,179,72,1,1,1,1,0,0,0,0.577083333,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.025641026,0.0,3.32707
247,0,1,0,0,1,0,1,0,172,67,1,1,1,1,0,0,1,0.934666667,0,1,0,0,0,0,1,0,0,0,0,0.001538462,-0.260945379,0.0,0.0,0.025641026,0.0,3.2334
248,0,1,0,1,1,0,1,0,156,48,1,1,1,0,1,0,1,0.858666667,0,0,1,0,0,0,1,0,0,0,0,0.002717391,-0.258758214,0.0,0.057142857,0.076923077,0.0,3.72092
249,1,0,0,0,1,0,1,0,183,75,1,1,1,1,0,0,1,0.926666667,0,0,0,0,0,0,1,0,0,0,0,0.000689655,-0.259850936,0.0,0.057142857,0.179487179,0.0,3.83844
250,0,0,1,1,1,0,1,0,168,53,1,1,1,1,0,0,1,0.892,1,0,0,0,0,2,0,1,0,0,0,0.001745201,-0.238635657,0.0,0.114285714,0.333333333,0.0,3.57026
251,0,1,0,0,1,0,1,0,175,85,1,1,1,0,1,0,0,0.885333333,0,0,0,1,0,0,1,0,0,0,0,0.0125,0.038318362,0.0,0.028571429,0.0,0.0,3.64373
252,1,0,0,0,0,0,1,0,188,75,1,1,1,1,0,0,1,0.932,1,0,0,0,0,5,0,1,0,0,0,0.015698925,-0.255021913,0.0,0.057142857,0.564102564,0.0,2.90902
253,1,0,0,0,1,0,1,0,178,65,1,1,1,1,0,0,0,0.88,1,0,0,0,0,0,1,0,0,0,0,0.002259887,-0.261954987,0.0,0.057142857,0.0,0.0,2.737
254,0,0,1,0,1,0,1,0,170,57,1,1,1,1,0,0,1,0.94,0,1,0,0,0,2,0,1,0,0,0,0.076,1.18e-15,0.0,0.2,0.538461538,0.0,3.79088
255,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,0,0.906666667,0,1,0,0,0,3,0,1,0,0,0,0.000772798,-0.250185213,0.0,0.228571429,0.282051282,0.0,3.31155
256,0,1,0,1,1,0,1,0,164,54,0,1,1,0,1,0,0,0.917283827,0,1,0,0,0,2,0,0,0,1,0,0.002857143,-0.262244649,0.0,0.057142857,0.179487179,0.0,3.6343
257,0,0,1,1,1,0,1,0,158,43,1,1,1,1,0,0,1,0.936,0,0,0,0,1,0,1,0,0,0,0,0.096363636,0.107626764,0.0,0.085714286,0.179487179,0.0,2.73112
258,0,1,0,0,1,0,1,0,165,53,1,1,1,1,0,0,1,0.906666667,1,0,0,0,0,1,0,1,0,0,0,0.080769231,-0.231072866,0.0,0.114285714,0.128205128,0.0,2.77865
259,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,0,0.891357654,0,0,0,0,1,5,0,1,0,0,0,0.003773585,-0.201316606,0.0,0.085714286,0.102564103,0.0,3.50776
260,1,0,0,0,1,0,1,0,173,85,1,1,1,1,0,0,0,0.906666667,0,0,0,0,0,2,0,1,0,0,0,0.003464203,-0.262046229,0.0,0.0,0.307692308,0.068965517,3.55349
261,0,1,0,0,1,0,1,0,170,55,1,1,1,1,0,0,1,0.830860494,0,0,0,0,1,5,0,1,0,0,0,0.561702128,4.825598143,0.0,0.0,0.025641026,0.103448276,3.66577
262,1,0,0,1,1,0,1,0,163,56,1,1,1,0,1,0,0,0.866666667,0,0,0,0,0,1,0,1,0,0,0,0.005524862,-0.251614416,0.0,0.371428571,0.205128205,0.0,3.369
263,0,0,1,0,1,0,1,0,184,62,1,1,1,1,0,0,0,0.9,1,0,0,0,0,2,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.028571429,0.333333333,0.034482759,3.68233
264,0,1,0,1,1,0,1,0,165,53,1,1,1,0,1,0,1,0.86419679,0,1,0,0,0,0,1,0,0,0,0,0.012048193,-0.162881691,0.0,0.0,0.102564103,0.0,3.62057
265,1,0,0,0,1,0,1,0,180,64,1,1,1,1,0,0,1,0.930666667,0,0,1,0,0,0,1,0,0,0,0,0.002777778,0.85310935,0.0,0.0,0.102564103,0.0,3.68411
266,0,1,0,0,1,0,1,0,182,70,1,1,1,1,0,0,0,0.843939394,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.114285714,0.307692308,0.034482759,3.61005
267,0,1,0,1,1,0,1,0,165,53,1,1,1,1,0,0,0,0.589583333,0,0,0,0,1,5,0,1,0,0,0,0.001243781,-0.260375697,0.0,0.057142857,0.128205128,0.068965517,2.91844
268,1,0,0,1,1,0,1,0,164,51,1,1,1,0,1,0,0,0.828,0,0,0,1,0,0,1,0,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.487179487,0.0,3.56529
269,0,1,0,1,1,0,1,0,163,60,1,1,1,1,0,0,1,0.929333333,1,0,0,0,0,2,0,1,0,0,0,0.001025641,-0.26215997,0.0,0.0,0.205128205,0.0,3.51674
270,0,1,0,1,1,0,1,0,160,48,1,1,1,1,0,0,0,0.914666667,0,0,0,1,0,1,0,1,0,0,0,0.036666667,-0.262245872,0.0,0.171428571,0.076923077,0.0,3.71271
